Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp
diamond tub and shower,29,29,170,55.85,3.75,https://bestbath.com/,0,0,0,0.97,64,"[52,52,67,81,100,81,67,67,67,100,81,81]",1561066661
one piece tub surround installation,34,34,50,79.11,0.07,https://bestbath.com/bestbath-resources/installation-instructions-videos/,0,0,0,0.93,333000000,"[11,11,11,11,11,11,22,11,100,11,11,11]",1562598372
powder room inspiration,94,94,20,81.78,0.62,https://bestbath.com/6-popular-trends-popping-up-in-powder-rooms/,0,0,0,0.99,71400000,"[11,11,11,22,33,44,11,11,11,11,11,100]",1561798959
40 threshold,30,30,40,77.68,0.01,https://bestbath.com/product/code-compliant-40x38-shower-pan-traditional-threshold-0-5-curb-height/,0,0,0,0.88,191000000,"[11,11,100,11,22,44,11,11,11,11,11,11]",1562690091
shower surround ideas,43,43,480,83.17,0.94,https://bestbath.com/,0,0,0,1,19500000,"[44,24,19,67,82,67,29,82,100,82,82,100]",1560993976
curbless walk in shower ideas,53,53,20,80.96,1,https://bestbath.com/,0,0,0,1,434000,"[0,0,0,0,0,0,0,0,0,20,100,20]",1561790966
prometheus apartments santa clara,55,55,90,81.38,2.59,https://bestbath.com/promotions/free-case-study-cobalt-luxury-apartments/,0,0,0,0.25,84,"[66,52,3,3,3,6,22,3,16,100,9,9]",1561158845
60 years no bath,35,35,20,77.93,0,https://bestbath.com/,0,0,0,0,841000000,"[20,20,20,60,20,100,20,60,20,20,40,20]",1561832424
shower doors boise idaho,60,60,90,54.94,1.21,https://bestbath.com/,0,0,0,1,100,"[0,0,0,0,0,0,0,0,40,20,100,20]",1561160881
walk in spa tub,29,29,50,77.85,12.36,https://bestbath.com/products/tubs/walk-in-tubs/,0,0,0,1,62400000,"[4,4,2,2,2,2,4,8,2,100,100,100]",1562625533
85 x 80,42,42,40,71.98,0,https://bestbath.com/product/multi-piece-60-x-30-x-85-tub-shower-combo-17%E2%80%B3-curb-skirt-height-4ldts6030-v2/,0,0,0,0,4200000000,"[60,40,20,20,40,40,100,20,20,20,20,20]",1562673185
installing new tub and shower surround,64,64,90,87.12,7.36,https://bestbath.com/wp-content/uploads/2017/01/1059_MP-Tub-Shwr_LO-RES-Final.pdf,0,0,0,0.76,242000000,"[67,33,33,33,33,33,100,33,33,33,33,33]",1561157033
caldwell mfg co,81,81,90,74.37,0,https://bestbath.com/about-bestbath/,0,0,0,0,3210000,"[14,14,14,14,14,14,14,57,57,14,14,100]",1561176432
1 by 4 trim,95,95,20,73.2,0.21,https://bestbath.com/product/1-14-trim-kit-2/,0,0,0,1,891000000,"[25,25,25,25,25,25,25,75,25,75,25,100]",1561815040
shower curtain for transfer chair,86,86,20,69.84,0.36,https://bestbath.com/product/heavy-duty-vinyl-shower-curtain/,0,0,0,1,19600000,"[0,0,0,0,0,29,14,100,29,29,14,71]",1561807389
grab bar placement for walk in shower,40,0,70,78.1,0.5,https://bestbath.com/shower-grab-bars-made-easy-bestbath/,0,0,0,1,2940000,"[14,14,57,14,14,14,14,100,14,29,29,14]",1562776714
cleaning tub surround,38,38,20,83.1,1.61,https://bestbath.com/cleaning-and-maintenance/,0,0,0,1,5270000,"[44,33,56,11,44,78,11,11,100,11,11,11]",1561782958
window skylight combo,75,75,20,62.96,0,https://bestbath.com/elevate-bathroom-right-windows/,0,0,0,1,2580000,"[0,0,60,20,40,20,60,60,20,100,40,20]",1562096423
shower curb width,31,31,110,72.18,0.34,https://bestbath.com/product/curbed-60x32-shower-pan-curbed-threshold-5-75-curb-height/,0,0,0,1,2330000,"[65,82,65,65,65,65,52,52,52,100,100,65]",1561130120
prefab shower pan for tile,66,66,90,75.5,0.73,https://bestbath.com/,0,0,0,1,807000,"[52,41,52,100,52,65,65,41,52,82,41,41]",1561165290
full size walk in showers,33,33,20,83.54,0.57,https://bestbath.com/,0,0,0,0.88,235000000,"[2,2,2,2,2,3,2,2,2,3,100,2]",1561800093
tiling shower curb with bullnose,31,31,40,71.73,0,https://bestbath.com/selecting-proper-shower-threshold/,0,0,0,0.5,80,"[33,11,11,11,11,11,33,56,11,33,100,56]",1561551779
what does ramp mean in jamaican,68,68,30,71.64,0,https://bestbath.com/add-indoor-outdoor-ramp/,0,0,0,0,3050000,"[14,29,14,14,14,14,14,14,100,29,100,14]",1561747127
ada mounting heights for toilet accessories,67,67,170,57.56,5.01,https://bestbath.com/wp-content/uploads/2017/05/14-Key-Code-Issues.pdf,0,0,0,0.2,361000,"[100,81,65,65,81,54,81,65,54,81,65,81]",1561066051
walk in tub reviews and ratings,79,79,50,65.8,8.35,https://bestbath.com/,0,0,0,1,100,"[0,0,0,0,0,0,67,33,33,33,33,100]",1562620031
bath sizes available,70,70,20,65.55,0,https://bestbath.com/products/tubs/walk-in-tubs/,0,0,0,1,220000000,"[100,33,33,33,33,33,33,100,33,33,33,100]",1561826825
knock down shower,89,89,20,73.45,0.72,https://bestbath.com/,0,0,0,0.86,33500000,"[11,11,78,11,33,11,33,11,11,11,11,100]",1561796438
fiberglass shower pan with seat,13,13,30,76.16,0.46,https://bestbath.com/types-shower-pans/,0,0,0,1,3970000,"[9,9,9,27,9,9,45,9,27,9,100,18]",1561593668
fiberglass shower pan with seat,10,10,30,76.16,0.46,https://bestbath.com/products/showers/pans/,0,0,0,1,3970000,"[9,9,9,27,9,9,45,9,27,9,100,18]",1561593668
houzz garage doors,80,80,90,89.94,1.91,https://bestbath.com/houzz-tour-accessible-design-makes-wheelchair-living-easier/,0,0,0,1,9970000,"[100,79,79,79,79,79,50,50,50,64,50,79]",1561159749
how to cut a hole in fiberglass shower stall,58,58,20,84.75,0,https://bestbath.com/,0,0,0,0.76,2260000,"[14,14,14,100,14,29,29,14,14,14,14,14]",1561945137
shower stall curb,32,33,70,82.42,0.41,https://bestbath.com/products/showers/need-it-now/,0,0,0,0.94,1770000,"[11,78,11,11,11,100,11,11,11,22,11,44]",1562775401
trim around tub base,66,66,90,83.49,0.03,https://bestbath.com/,0,0,0,1,91,"[20,20,20,40,80,20,20,20,20,20,100,20]",1561168217
ada prefab homes,59,59,50,62.27,0,https://bestbath.com/,0,0,0,0.86,776000,"[60,20,100,40,40,20,20,100,40,60,20,20]",1561351207
step on bathtub drain stopper,45,45,40,87.4,0.38,https://bestbath.com/,0,0,0,1,21000000,"[14,14,14,14,14,14,100,14,14,29,14,14]",1561459307
fiberglass shower basin,29,29,90,88.87,0.81,https://bestbath.com/products/showers/pans/,0,0,0,1,1110000,"[11,11,100,11,33,44,44,11,78,22,22,11]",1561163217
shower receptor,88,88,320,72.65,2.11,https://bestbath.com/types-shower-pans/,0,0,0,1,2810000,"[82,67,82,67,67,100,100,100,82,82,67,82]",1561013135
ada grab bar requirements 2017,65,65,320,66.87,2.04,https://bestbath.com/wp-content/uploads/2017/05/14-Key-Code-Issues.pdf,0,0,0,0.05,90,"[100,100,100,81,81,54,36,19,15,15,15,8]",1561013371
shower base support,25,25,20,78.3,0,https://bestbath.com/products/showers/pans/,0,0,0,0.98,90100000,"[25,100,50,25,25,25,25,75,25,25,50,25]",1562051017
ada tub shower valve location,31,31,40,66.38,0,https://bestbath.com/,0,0,0,1,3920000,"[14,29,14,100,14,14,14,14,14,71,14,14]",1562623379
threshold water barrier,25,28,40,69.7,0.34,https://bestbath.com/product/semi-permanent-threshold-adaptor/,0,0,0,1,44300000,"[0,0,0,0,33,67,33,33,33,33,33,100]",1562748426
garden tub backsplash,16,16,90,86.65,0,https://bestbath.com/products/tub-surrounds/,0,0,0,1,16900000,"[14,71,14,29,14,14,14,29,43,14,100,14]",1561185886
shower bed,85,85,880,71.49,0.81,https://bestbath.com/product/code-compliant-45-x-50-shower-pan-traditional-threshold-1-curb-height-p245501ftt/,0,0,0,1,1070000000,"[82,82,82,100,82,100,82,82,82,100,100,100]",1560975946
d and b caldwell id phone,78,78,40,79.62,0,https://bestbath.com/about-bestbath/,0,0,0,0,23700000,"[100,14,14,43,43,14,0,14,0,14,0,14]",1561491969
77 one piece,37,37,20,92.49,0,https://bestbath.com/product/single-piece-63-x-37-x-77-1-2-shower-beveled-threshold-3-4-curb-height-lcs26337w75b-v2/,0,0,0,0,477000000,"[0,50,0,0,100,0,0,0,50,100,0,0]",1561832946
who installs grab bars in showers,88,88,30,75.67,2.33,https://bestbath.com/products/grab-bars/,0,0,0,1,83500000,"[0,0,0,0,11,100,11,22,11,22,11,44]",1561576543
tub height,60,60,260,79.02,1.01,https://bestbath.com/product/multi-piece-tub-shower-60-x-30-x-92-1-2-tub-shower-combo-17%E2%80%B3-curb-skirt-height-4xbtsf6030-v2/,0,0,0,1,106000000,"[81,81,81,100,81,81,100,81,81,100,100,100]",1561027540
invisible water texture pack,67,67,30,77.52,0,https://bestbath.com/product/grip-texture/,0,0,0,0,4280000,"[25,0,50,50,25,25,50,100,100,25,50,25]",1561681971
how to install a bathtub and shower,37,37,50,88.4,0,https://bestbath.com/bestbath-resources/installation-instructions-videos/,0,0,0,0.1,23900000,"[14,14,14,14,43,100,57,14,14,14,29,14]",1561385254
cost effective bathroom remodel,71,71,50,87.65,5.55,https://bestbath.com/15-design-tips-to-know-before-your-bathroom-remodel/,0,0,0,0.99,8060000,"[20,20,20,20,40,20,20,20,100,20,20,20]",1562619225
three piece shower drain,17,17,70,78.18,1,https://bestbath.com/wp-content/uploads/2017/01/1051_Multi-Pc-Shwr-NoCrops_103116.pdf,0,0,0,1,46300000,"[20,20,100,40,80,20,20,20,20,20,20,20]",1561232283
72 shower base with seat,9,9,30,75.75,1.04,https://bestbath.com/product/barrier-free-72x48-shower-pan-beveled-threshold-1-curb-height/,0,0,0,1,81,"[11,11,11,11,11,22,33,33,11,11,11,100]",1561585938
barrier free toilet height,67,67,20,66.15,0,http://bestbath.com/wp-content/uploads/2017/11/BB_UD-eBook_Top10.pdf,0,0,0,0.28,6400000,"[75,25,0,0,25,100,0,25,0,25,0,25]",1561856135
quikrete anchoring epoxy,63,63,170,83.57,0.61,http://bestbath.com/wp-content/uploads/2016/07/Widely-Available-Epoxy-Adhesive-Alternatives.pdf,0,0,0,1,17900,"[54,100,65,81,81,65,65,42,42,42,42,54]",1561070837
ada stalls,38,38,20,68.62,1.12,https://bestbath.com/products/showers/,0,0,0,0.98,2790000,"[20,20,40,20,40,20,20,20,20,100,20,20]",1561789137
clean shower pan,26,26,170,76.89,1.42,https://bestbath.com/cleaning-and-maintenance/,0,0,0,0.99,41000000,"[54,54,54,81,65,100,54,54,54,65,65,81]",1561070672
japanese walk in tub,76,76,30,71.64,8.14,https://bestbath.com/product-gallery/,0,0,0,1,24600000,"[14,14,29,14,14,29,14,14,100,29,14,14]",1561567373
32 inch shower base,56,56,140,87.72,0.67,https://bestbath.com/products/showers/pans/,0,0,0,1,96,"[100,100,65,82,65,100,82,100,65,82,100,100]",1561095791
wheelchair accessible shower price,20,20,40,67.23,0,https://bestbath.com/,0,0,0,1,148000000,"[0,20,0,0,0,0,0,0,0,40,0,100]",1561559045
luters supply in tylertown mississippi,14,14,20,74.57,0,https://bestbath.com/dealer/luters-supply-co-inc-showroom/,0,0,0,0.05,2780,"[11,22,22,11,11,11,44,100,56,78,33,11]",1561977438
walk n shower,24,24,20,84.54,4.55,https://bestbath.com/,0,0,0,1,151000000,"[50,25,25,25,25,50,100,75,25,25,25,75]",1561773210
air and style ramp,74,74,20,80.07,0,https://bestbath.com/add-indoor-outdoor-ramp/,0,0,0,0,81200000,"[0,0,0,100,0,0,0,33,0,0,0,33]",1561839867
pictures of showers with seats,59,59,20,83.02,0.38,https://bestbath.com/product-gallery/,0,0,0,1,10600000,"[14,14,43,14,14,71,43,43,100,43,14,14]",1561805823
what does accessible tub mean,19,19,70,71.45,0,https://bestbath.com/,0,0,0,0.07,24800000,"[14,14,57,14,71,14,14,14,14,14,14,100]",1562658256
ada tub shower requirements,31,31,30,66.85,0,https://bestbath.com/,0,0,0,1,8900000,"[40,40,20,20,20,40,20,20,100,40,20,80]",1561614163
bath bath bath,78,78,50,90.14,0,https://bestbath.com/,0,0,0,0.7,1710000000,"[14,29,100,29,71,100,57,57,14,43,14,14]",1561356752
luters in tylertown,5,5,30,74.07,0,https://bestbath.com/dealer/luters-supply-co-inc-showroom/,0,0,0,0.05,4380,"[29,14,14,14,14,14,14,0,14,43,14,100]",1561692415
sit down bathtub,96,96,210,79.91,5.07,https://bestbath.com/products/tubs/walk-in-tubs/,0,0,0,1,38300000,"[81,81,65,81,81,81,54,65,65,81,81,100]",1561047251
can you tile over a fiberglass shower base,97,97,20,80.29,0,https://bestbath.com/products/showers/pans/,0,0,0,1,2670000,"[33,0,33,33,67,33,33,33,100,33,0,33]",1561872830
4 ft shower,42,42,140,84.86,0.62,https://bestbath.com/,0,0,0,1,217000000,"[82,52,52,82,100,65,52,52,82,100,100,82]",1561096150
wheelchair ramp ideas,77,77,30,83.96,0.82,https://bestbath.com/add-indoor-outdoor-ramp/,0,0,0,1,3030000,"[20,20,20,60,40,20,60,20,100,40,20,20]",1561592255
cost to build a custom tile shower,57,57,30,79.51,5.92,https://bestbath.com/tiledesign/,0,0,0,0.75,11500000,"[25,25,50,25,50,25,25,100,25,25,25,100]",1561567653
shower doors for fiberglass insert,82,82,20,81.62,0.88,https://bestbath.com/,0,0,0,1,3030000,"[100,8,35,4,4,4,4,4,8,35,4,4]",1561792805
drop in tub surround dimensions,56,55,70,79.87,0.81,https://bestbath.com/products/tubs/shower-tub-combos/,0,0,0,0.95,3180000,"[100,14,71,14,14,43,14,14,14,71,14,14]",1562775030
new england bath,78,78,40,64.16,0,https://bestbath.com/dealer/total-access-of-new-england/,0,0,0,0.05,319000000,"[100,20,20,20,20,20,20,20,20,20,80,60]",1561529437
how to install a shower tub drain,37,37,20,90.48,0,https://bestbath.com/bestbath-resources/installation-instructions-videos/,0,0,0,0.5,8720000,"[20,20,20,20,40,20,20,100,20,20,40,60]",1561945696
shower tub bathroom,15,15,20,84.64,0.56,https://bestbath.com/products/tubs/shower-tub-combos/,0,0,0,0.75,205000000,"[100,33,33,33,33,33,100,33,33,33,33,33]",1561800751
perry supply,62,62,590,71.26,0,https://bestbath.com/dealer/perry-supply-co-inc/,0,0,0,0.07,83800000,"[82,82,67,67,82,67,100,82,67,82,67,82]",1560990686
best bath mats for inside the tub,92,92,20,79.76,0.55,https://bestbath.com/faqs/,0,0,0,1,21600000,"[100,9,9,9,9,9,64,9,9,9,18,9]",1561800884
shower dam threshold,31,31,40,67.2,1.51,https://bestbath.com/product/waterstopper-kit/,0,0,0,1,681000,"[14,14,71,14,14,14,43,14,100,14,14,57]",1561449966
60 x 48 tub,21,21,70,70.99,1.44,https://bestbath.com/products/tubs/garden-tubs/,0,0,0,1,99,"[100,11,11,33,11,11,11,11,22,11,11,22]",1561230428
heated walk in bathtub,37,37,20,79.98,8.14,https://bestbath.com/products/tubs/walk-in-tubs/,0,0,0,1,10300000,"[25,50,25,75,25,0,25,50,25,25,25,100]",1561768622
ada shower approach,17,17,20,68.69,2.7,https://bestbath.com/,0,0,0,0.98,3440000,"[0,100,11,11,11,11,11,11,11,78,22,22]",1561776829
shower pan alternatives,30,30,70,68.77,0.93,https://bestbath.com/4-reasons-consider-shower-pan-next-bathroom-remodel/,0,0,0,1,4660000,"[14,29,14,14,14,14,43,14,14,14,14,100]",1561235705
5 ft shower unit,32,32,50,83.81,0.6,https://bestbath.com/,0,0,0,1,49500000,"[14,14,14,29,14,14,14,14,14,29,14,100]",1562610677
shower grab bar placement images,60,60,40,78.19,0.76,https://bestbath.com/products/grab-bars/,0,0,0,1,34300000,"[0,0,0,0,0,0,0,0,0,0,50,100]",1561454711
no slip shower floor tile,45,45,30,74.7,0.68,https://bestbath.com/bestbath-roll-grip-texture/,0,0,0,1,16600000,"[25,50,25,50,25,25,25,25,25,50,25,100]",1561589664
wood safety grab bars,64,64,30,82,1.44,https://bestbath.com/shower-grab-bars-made-easy-bestbath/,0,0,0,1,54900000,"[33,100,33,33,33,67,33,100,67,67,33,100]",1561584008
one piece fiberglass shower stall with seat,24,24,20,71.33,0.34,https://bestbath.com/who-we-serve/,0,0,0,1,1030000,"[33,33,33,33,33,100,33,33,33,33,67,33]",1561807669
what does a 3 4 bath mean,54,54,40,75.23,0,https://bestbath.com/,0,0,0,0,334000000,"[29,71,14,29,100,14,14,14,14,14,14,14]",1561557832
ready to tile shower pan,35,35,480,70.93,2.35,https://bestbath.com/types-shower-pans/,0,0,0,1,9110000,"[54,36,44,54,67,67,54,67,54,100,82,82]",1560993726
stainless steel shower insert,44,44,20,76.36,0.97,https://bestbath.com/who-we-serve/,0,0,0,1,9930000,"[14,29,100,14,14,14,57,14,14,29,14,14]",1561791666
shower curtain length for walk in shower,62,62,30,81.71,0.28,https://bestbath.com/product/heavy-duty-vinyl-shower-curtain/,0,0,0,1,71200000,"[11,11,22,11,11,56,11,22,11,11,100,11]",1561599090
where should the drain be placed in a shower,89,89,50,79.68,12.98,https://bestbath.com/types-shower-pans/,0,0,0,0.1,175000000,"[11,11,11,11,100,11,11,11,11,11,11,11]",1562621574
shower strip drain,90,90,110,73.16,1.98,https://bestbath.com/products/showers/shower-trench-drains/,0,0,0,1,15200000,"[52,65,82,52,82,52,65,52,41,65,52,100]",1561119879
3 piece tile pattern,49,49,40,70.81,1.94,https://bestbath.com/product/multi-piece-wall-surround-8-tile/,0,0,0,0.69,712000000,"[100,11,44,11,11,11,11,11,11,33,11,11]",1561448871
tub with grab bars,51,51,50,80.49,1.2,https://bestbath.com/products/grab-bars/,0,0,0,1,27700000,"[25,25,25,25,25,50,100,25,25,25,100,25]",1562615462
free std brochures,75,75,20,77.19,0.46,https://bestbath.com/bestbath-resources/brochures-literature/,0,0,0,0.36,1550000,"[75,100,25,50,25,25,25,25,25,50,50,25]",1561803672
tubs for bathrooms,47,47,140,86.79,1.47,https://bestbath.com/products/tubs/walk-in-tubs/,0,0,0,1,68800000,"[100,43,43,81,52,43,67,52,43,81,81,81]",1561092780
how to cover hole in shower wall,71,71,20,83.5,0.17,https://bestbath.com/faqs/,0,0,0,1,91700000,"[33,11,11,11,11,11,11,11,11,100,11,56]",1561818194
40x escape 38,49,49,30,70.93,0,https://bestbath.com/products/showers/,0,0,0,0,82,"[11,11,100,11,11,11,22,11,11,11,22,11]",1561610743
shower and tub combo ideas,35,35,140,78.66,1.07,https://bestbath.com/product/single-piece-tub-shower-32x60x72-showertub-combo-2/,0,0,0,1,93,"[43,33,33,52,43,67,81,81,100,52,43,81]",1561094500
garden tub shower kit,12,13,70,79.23,0.36,https://bestbath.com/products/tub-surrounds/,0,0,0,1,18600000,"[25,75,50,25,25,25,25,25,100,25,25,25]",1562770409
shower base with pump,21,21,20,76.82,0.87,https://bestbath.com/products/showers/pans/,0,0,0,1,39400000,"[14,14,14,14,14,14,57,14,57,14,71,100]",1561793076
cheap shower inserts,27,27,110,82.38,0.7,https://bestbath.com/,0,0,0,1,50600000,"[43,52,81,33,100,33,67,52,19,33,81,43]",1561124692
jtek,53,53,260,60.01,0,https://bestbath.com/dealer/jtek-solutions/,0,0,0,0.07,345000,"[100,81,81,81,81,66,81,66,52,100,81,81]",1561034953
how to tile a shower floor with drain,59,59,50,84.71,1.3,https://bestbath.com/types-shower-pans/,0,0,0,0.89,270000000,"[0,0,0,20,60,20,40,20,20,20,20,100]",1562613079
re zero bath,64,64,20,87.77,0,https://bestbath.com/,0,0,0,0,87,"[0,14,14,29,14,14,29,14,14,100,43,14]",1562032757
thanks for your custom,63,63,20,71.26,0,https://bestbath.com/checkout/thank-you-for-your-custom-solutions-request/,0,0,0,0.14,1890000000,"[33,100,33,100,33,33,33,67,33,33,33,33]",1562064922
standard shower seat dimensions,97,97,20,74.63,1.7,https://bestbath.com/bariatric-rating-of-bestbath-showers-seats-and-grab-bars/,0,0,0,0.97,28100000,"[14,14,14,29,14,100,14,14,14,29,29,14]",1561781631
54 shower base and walls,20,20,260,78,0.72,https://bestbath.com/product/traditional-54-x-36-shower-pan-traditional-threshold-34-curb-height-p5436b75t/,0,0,0,1,18600000,"[67,54,67,100,67,67,81,35,19,23,35,35]",1561028076
best shower surrounds,27,27,110,74.2,1.55,https://bestbath.com/,0,0,0,1,13000000,"[65,65,52,41,82,52,65,52,41,82,65,100]",1561121356
best shower surrounds,28,28,110,74.2,1.55,https://bestbath.com/products/tub-surrounds/,0,0,0,1,13000000,"[65,65,52,41,82,52,65,52,41,82,65,100]",1561121356
shower material options,27,27,90,77.39,2.16,https://bestbath.com/types-shower-pans/,0,0,0,1,206000000,"[5,2,100,2,8,2,2,3,2,2,2,2]",1561159043
sell used walk in tub,84,84,20,80.68,2.94,https://bestbath.com/case-studies/,0,0,0,1,30800000,"[20,60,20,60,20,20,20,20,20,60,100,20]",1561775696
subway ada ohio,38,38,110,87.68,0.05,https://bestbath.com/,0,0,0,0.02,77,"[79,100,79,64,79,79,79,64,79,64,64,79]",1561140887
america's bath company reviews,60,60,30,81.03,1.19,https://bestbath.com/,0,0,0,0.36,105000000,"[20,20,20,80,40,20,20,100,20,20,100,20]",1561585906
attach soap dish to shower wall,66,66,30,81.82,0,https://bestbath.com/wp-content/uploads/2016/08/Accessory-Installation-Maintenance-and-Warranty-Packet.pdf,0,0,0,0.98,1470000,"[100,80,20,40,20,20,20,60,20,20,20,80]",1562611205
wet floor bathroom designs,65,65,70,72.4,0,https://bestbath.com/waterstopper-stops-wet-floors/,0,0,0,0,102000000,"[0,11,44,11,11,33,100,11,11,33,56,0]",1561320956
new jersey ada bathroom code,76,76,20,69.46,0,https://bestbath.com/architects-engineers-code-compliant-showers-tubs/,0,0,0,0,9170000,"[33,67,33,67,33,33,33,33,33,33,33,100]",1561998930
low profile shower drain,44,44,390,74.73,0.62,https://bestbath.com/wp-content/uploads/2017/01/1050-MP-BarrierFree-LoPro_NoCrops_110216.pdf,0,0,0,1,13200000,"[81,54,54,54,81,66,66,81,66,81,81,100]",1561002459
bath color,51,51,20,77.57,0.27,https://bestbath.com/bestbath-resources/brochures-literature/,0,0,0,0.97,559000000,"[10,5,5,33,19,10,5,5,100,10,10,5]",1561810823
installing shower base and walls,37,37,20,82.77,0,https://bestbath.com/wp-content/uploads/2017/01/1051_Multi-Pc-Shwr-NoCrops_103116.pdf,0,0,0,1,5620000,"[20,80,20,20,100,20,20,40,20,20,40,60]",1561954974
